date,start_index,fault,severity,profile,onset,dropped_active_nodes
2024-06-02,1897,F2_CND1循环水不足,2.683379646696753,ramp,12,1
2024-06-02,1897,F3_CND1热井液位过高,2.184944760432214,sigmoid,11,2
2024-06-02,1957,F0_normal,0.0,none,-1,0
2024-06-02,1957,F1_CND1真空恶化,2.6359746943392883,ramp,19,1
2024-06-02,1957,F2_CND1循环水不足,2.505651058733336,sigmoid,21,1
2024-06-02,1957,F3_CND1热井液位过高,2.9539718717052463,ramp,22,0
2024-06-02,2017,F0_normal,0.0,none,-1,0
2024-06-02,2017,F1_CND1真空恶化,2.842340528430706,ramp,15,0
2024-06-02,2017,F2_CND1循环水不足,2.6447960279121534,sigmoid,8,0
2024-06-02,2017,F3_CND1热井液位过高,2.1490934489129456,sigmoid,13,0
2024-06-02,2077,F0_normal,0.0,none,-1,0
2024-06-02,2077,F1_CND1真空恶化,2.4063654745279766,ramp,13,1
2024-06-02,2077,F2_CND1循环水不足,2.8257093736265473,ramp,18,0
2024-06-02,2077,F3_CND1热井液位过高,2.6629878331505457,sigmoid,12,2
2024-06-02,2137,F0_normal,0.0,none,-1,0
2024-06-02,2137,F1_CND1真空恶化,2.847360385724241,sigmoid,18,0
2024-06-02,2137,F2_CND1循环水不足,2.769508208390648,ramp,18,2
2024-06-02,2137,F3_CND1热井液位过高,2.240426828788989,sigmoid,12,3
2024-06-02,2197,F0_normal,0.0,none,-1,0
2024-06-02,2197,F1_CND1真空恶化,2.9216603550403555,sigmoid,16,1
2024-06-02,2197,F2_CND1循环水不足,2.2892576616449016,ramp,12,2
2024-06-02,2197,F3_CND1热井液位过高,2.2270372350690613,ramp,16,0
2024-06-02,2257,F0_normal,0.0,none,-1,0
2024-06-02,2257,F1_CND1真空恶化,2.658582456198227,sigmoid,18,2
2024-06-02,2257,F2_CND1循环水不足,2.9591633281779943,sigmoid,18,1
2024-06-02,2257,F3_CND1热井液位过高,2.3167490063538234,ramp,17,0
2024-06-02,2317,F0_normal,0.0,none,-1,0
2024-06-02,2317,F1_CND1真空恶化,2.890561070299542,ramp,15,2
2024-06-02,2317,F2_CND1循环水不足,2.999108267930868,sigmoid,17,1
2024-06-02,2317,F3_CND1热井液位过高,2.9996412317445174,ramp,9,3
2024-06-02,2377,F0_normal,0.0,none,-1,0
2024-06-02,2377,F1_CND1真空恶化,2.938537046342384,ramp,10,1
2024-06-02,2377,F2_CND1循环水不足,2.3133497308940103,ramp,14,1
2024-06-02,2377,F3_CND1热井液位过高,2.423704429006365,sigmoid,15,0
2024-06-02,2437,F0_normal,0.0,none,-1,0
2024-06-02,2437,F1_CND1真空恶化,2.003495308134301,sigmoid,20,1
2024-06-02,2437,F2_CND1循环水不足,2.4510384269411576,ramp,9,1
2024-06-02,2437,F3_CND1热井液位过高,2.233929727972067,ramp,17,1
2024-06-02,2497,F0_normal,0.0,none,-1,0
2024-06-02,2497,F1_CND1真空恶化,2.266389041450362,ramp,14,0
2024-06-02,2497,F2_CND1循环水不足,2.102114314697441,ramp,8,1
2024-06-02,2497,F3_CND1热井液位过高,2.2193159146247674,sigmoid,16,0
2024-06-02,2557,F0_normal,0.0,none,-1,0
2024-06-02,2557,F1_CND1真空恶化,2.3949519878608294,ramp,23,1
2024-06-02,2557,F2_CND1循环水不足,2.3483415686514397,ramp,20,0
2024-06-02,2557,F3_CND1热井液位过高,2.406131709063079,sigmoid,10,2
2024-06-02,2617,F0_normal,0.0,none,-1,0
2024-06-02,2617,F1_CND1真空恶化,2.553521516286826,sigmoid,19,0
2024-06-02,2617,F2_CND1循环水不足,2.671408123194826,sigmoid,13,1
2024-06-02,2617,F3_CND1热井液位过高,2.0486715570939444,ramp,20,0
2024-06-02,2677,F0_normal,0.0,none,-1,0
2024-06-02,2677,F1_CND1真空恶化,2.4018814692988224,ramp,16,0
2024-06-02,2677,F2_CND1循环水不足,2.597452038086135,ramp,11,0
2024-06-02,2677,F3_CND1热井液位过高,2.4971134824398202,ramp,9,0
2024-06-02,2737,F0_normal,0.0,none,-1,0
2024-06-02,2737,F1_CND1真空恶化,2.010797544185901,sigmoid,10,0
2024-06-02,2737,F2_CND1循环水不足,2.5189906780632016,ramp,17,0
2024-06-02,2737,F3_CND1热井液位过高,2.9169103701300525,sigmoid,8,2
2024-06-02,2797,F0_normal,0.0,none,-1,0
2024-06-02,2797,F1_CND1真空恶化,2.6865268388366594,sigmoid,23,1
2024-06-02,2797,F2_CND1循环水不足,2.3158711612174394,sigmoid,20,0
2024-06-02,2797,F3_CND1热井液位过高,2.8911133617815015,sigmoid,13,2
2024-06-03,2857,F0_normal,0.0,none,-1,0
2024-06-03,2857,F1_CND1真空恶化,2.56054919997917,sigmoid,8,1
2024-06-03,2857,F2_CND1循环水不足,2.6897922640479,sigmoid,22,1
2024-06-03,2857,F3_CND1热井液位过高,2.2930087477566836,ramp,14,1
2024-06-03,2917,F0_normal,0.0,none,-1,0
2024-06-03,2917,F1_CND1真空恶化,2.2262977338966574,sigmoid,16,1
2024-06-03,2917,F2_CND1循环水不足,2.066427969854197,ramp,9,2
2024-06-03,2917,F3_CND1热井液位过高,2.2596630701736236,sigmoid,14,0
2024-06-03,2977,F0_normal,0.0,none,-1,0
2024-06-03,2977,F1_CND1真空恶化,2.578436582532232,sigmoid,14,3
2024-06-03,2977,F2_CND1循环水不足,2.824921132619077,sigmoid,16,0
2024-06-03,2977,F3_CND1热井液位过高,2.71449470016503,ramp,14,0
2024-06-03,3037,F0_normal,0.0,none,-1,0
2024-06-03,3037,F1_CND1真空恶化,2.7706038278434533,ramp,14,2
2024-06-03,3037,F2_CND1循环水不足,2.213618608304169,ramp,13,0
2024-06-03,3037,F3_CND1热井液位过高,2.57857362042623,sigmoid,9,1
2024-06-03,3097,F0_normal,0.0,none,-1,0
2024-06-03,3097,F1_CND1真空恶化,2.3360358384626045,sigmoid,18,0
2024-06-03,3097,F2_CND1循环水不足,2.1906961887835674,sigmoid,11,1
2024-06-03,3097,F3_CND1热井液位过高,2.613242897575338,sigmoid,22,0
2024-06-03,3157,F0_normal,0.0,none,-1,0
2024-06-03,3157,F1_CND1真空恶化,2.3881777839344625,sigmoid,19,2
2024-06-03,3157,F2_CND1循环水不足,2.2160718171674008,sigmoid,21,1
2024-06-03,3157,F3_CND1热井液位过高,2.8578561068707105,sigmoid,15,1
2024-06-03,3217,F0_normal,0.0,none,-1,0
2024-06-03,3217,F1_CND1真空恶化,2.5751467565541852,sigmoid,12,3
2024-06-03,3217,F2_CND1循环水不足,2.439126926059684,ramp,23,1
2024-06-03,3217,F3_CND1热井液位过高,2.5643752750459785,ramp,15,1
2024-06-03,3277,F0_normal,0.0,none,-1,0
2024-06-03,3277,F1_CND1真空恶化,2.0627413090816162,sigmoid,10,2
2024-06-03,3277,F2_CND1循环水不足,2.3218791800231364,ramp,19,0
2024-06-03,3277,F3_CND1热井液位过高,2.494902914221396,sigmoid,13,0
2024-06-03,3337,F0_normal,0.0,none,-1,0
2024-06-03,3337,F1_CND1真空恶化,2.1625523691214568,ramp,12,0
2024-06-03,3337,F2_CND1循环水不足,2.58436316651564,sigmoid,16,0
2024-06-03,3337,F3_CND1热井液位过高,2.9431827165885416,ramp,12,2
2024-06-03,3397,F0_normal,0.0,none,-1,0
2024-06-03,3397,F1_CND1真空恶化,2.258367001752845,sigmoid,23,1
2024-06-03,3397,F2_CND1循环水不足,2.0100520338927867,sigmoid,8,1
2024-06-03,3397,F3_CND1热井液位过高,2.174991328218999,ramp,12,0
2024-06-03,3457,F0_normal,0.0,none,-1,0
2024-06-03,3457,F1_CND1真空恶化,2.2005826702670013,sigmoid,9,0
2024-06-03,3457,F2_CND1循环水不足,2.7492944224721496,ramp,20,0
2024-06-03,3457,F3_CND1热井液位过高,2.461551158410836,ramp,17,2
2024-06-03,3517,F0_normal,0.0,none,-1,0
2024-06-03,3517,F1_CND1真空恶化,2.973595620444198,ramp,22,1
2024-06-03,3517,F2_CND1循环水不足,2.5517144851400255,sigmoid,13,2
2024-06-03,3517,F3_CND1热井液位过高,2.7718098026453952,ramp,14,0
2024-06-03,3577,F0_normal,0.0,none,-1,0
2024-06-03,3577,F1_CND1真空恶化,2.3023682809044064,sigmoid,10,0
2024-06-03,3577,F2_CND1循环水不足,2.0136379209241713,ramp,14,1
2024-06-03,3577,F3_CND1热井液位过高,2.526985556604812,ramp,14,1
2024-06-03,3637,F0_normal,0.0,none,-1,0
2024-06-03,3637,F1_CND1真空恶化,2.638454201503218,sigmoid,18,0
2024-06-03,3637,F2_CND1循环水不足,2.6797290654295356,sigmoid,8,2
2024-06-03,3637,F3_CND1热井液位过高,2.31971793846387,sigmoid,13,0
2024-06-03,3697,F0_normal,0.0,none,-1,0
2024-06-03,3697,F1_CND1真空恶化,2.0667343896801738,sigmoid,11,0
2024-06-03,3697,F2_CND1循环水不足,2.014484710653953,ramp,12,0
2024-06-03,3697,F3_CND1热井液位过高,2.5384900796866394,sigmoid,10,0
2024-06-03,3757,F0_normal,0.0,none,-1,0
2024-06-03,3757,F1_CND1真空恶化,2.4077029063330997,ramp,16,1
2024-06-03,3757,F2_CND1循环水不足,2.6169460850427964,ramp,12,0
2024-06-03,3757,F3_CND1热井液位过高,2.245478608564963,sigmoid,13,1
2024-06-03,3817,F0_normal,0.0,none,-1,0
2024-06-03,3817,F1_CND1真空恶化,2.5544489092577534,sigmoid,17,1
2024-06-03,3817,F2_CND1循环水不足,2.6134351009974535,sigmoid,21,0
2024-06-03,3817,F3_CND1热井液位过高,2.5168490977093363,ramp,8,2
2024-06-03,3877,F0_normal,0.0,none,-1,0
2024-06-03,3877,F1_CND1真空恶化,2.6079367218929126,sigmoid,23,1
2024-06-03,3877,F2_CND1循环水不足,2.5279547336958252,sigmoid,23,0
2024-06-03,3877,F3_CND1热井液位过高,2.499441382496749,ramp,10,0
2024-06-03,3937,F0_normal,0.0,none,-1,0
2024-06-03,3937,F1_CND1真空恶化,2.2396549500601175,sigmoid,19,0
2024-06-03,3937,F2_CND1循环水不足,2.694354318448126,sigmoid,10,2
2024-06-03,3937,F3_CND1热井液位过高,2.351330438707139,sigmoid,11,0
2024-06-03,3997,F0_normal,0.0,none,-1,0
2024-06-03,3997,F1_CND1真空恶化,2.3920523849811284,ramp,17,0
2024-06-03,3997,F2_CND1循环水不足,2.9068582346167036,sigmoid,8,0
2024-06-03,3997,F3_CND1热井液位过高,2.1293320355791288,sigmoid,9,1
2024-06-03,4057,F0_normal,0.0,none,-1,0
2024-06-03,4057,F1_CND1真空恶化,2.2211855334921413,sigmoid,22,0
2024-06-03,4057,F2_CND1循环水不足,2.5401005253875635,sigmoid,20,0
2024-06-03,4057,F3_CND1热井液位过高,2.308474980027021,sigmoid,12,3
2024-06-03,4117,F0_normal,0.0,none,-1,0
2024-06-03,4117,F1_CND1真空恶化,2.404804982243019,ramp,10,0
2024-06-03,4117,F2_CND1循环水不足,2.3044700463866112,ramp,18,0
2024-06-03,4117,F3_CND1热井液位过高,2.2052743509274944,ramp,15,0
2024-06-03,4177,F0_normal,0.0,none,-1,0
2024-06-03,4177,F1_CND1真空恶化,2.2524404531472695,ramp,10,2
2024-06-03,4177,F2_CND1循环水不足,2.8062620744927975,sigmoid,9,0
2024-06-03,4177,F3_CND1热井液位过高,2.663550974175397,ramp,9,1
2024-06-03,4237,F0_normal,0.0,none,-1,0
2024-06-03,4237,F1_CND1真空恶化,2.6014762491809713,ramp,16,2
2024-06-03,4237,F2_CND1循环水不足,2.3486893591805273,sigmoid,16,1
2024-06-03,4237,F3_CND1热井液位过高,2.3422175846914355,ramp,9,0
2024-06-06,7177,F0_normal,0.0,none,-1,0
2024-06-06,7177,F1_CND1真空恶化,2.531809009124635,ramp,21,1
2024-06-06,7177,F2_CND1循环水不足,2.448033779661483,ramp,21,0
2024-06-06,7177,F3_CND1热井液位过高,2.1477945266338097,ramp,21,2
2024-06-06,7237,F0_normal,0.0,none,-1,0
2024-06-06,7237,F1_CND1真空恶化,2.9425985071219216,sigmoid,11,0
2024-06-06,7237,F2_CND1循环水不足,2.99075137481477,sigmoid,10,0
2024-06-06,7237,F3_CND1热井液位过高,2.360330912347828,ramp,11,0
2024-06-06,7297,F0_normal,0.0,none,-1,0
2024-06-06,7297,F1_CND1真空恶化,2.0301941610107788,ramp,18,0
2024-06-06,7297,F2_CND1循环水不足,2.3202330350477136,sigmoid,17,2
2024-06-06,7297,F3_CND1热井液位过高,2.3670846087421458,sigmoid,18,1
2024-06-06,7357,F0_normal,0.0,none,-1,0
2024-06-06,7357,F1_CND1真空恶化,2.9813837671139867,ramp,17,1
2024-06-06,7357,F2_CND1循环水不足,2.310261957843994,ramp,9,0
2024-06-06,7357,F3_CND1热井液位过高,2.3205900240181276,ramp,11,1
2024-06-06,7417,F0_normal,0.0,none,-1,0
2024-06-06,7417,F1_CND1真空恶化,2.570988996877046,sigmoid,23,1
2024-06-06,7417,F2_CND1循环水不足,2.819376067727521,ramp,12,0
2024-06-06,7417,F3_CND1热井液位过高,2.3804855813531565,ramp,18,0
2024-06-06,7477,F0_normal,0.0,none,-1,0
2024-06-06,7477,F1_CND1真空恶化,2.573313287159273,ramp,19,0
2024-06-06,7477,F2_CND1循环水不足,2.7635319877977564,sigmoid,13,1
2024-06-06,7477,F3_CND1热井液位过高,2.992911431054161,ramp,11,1
2024-06-06,7537,F0_normal,0.0,none,-1,0
2024-06-06,7537,F1_CND1真空恶化,2.5330954770435605,sigmoid,11,3
2024-06-06,7537,F2_CND1循环水不足,2.2747987476400935,sigmoid,13,0
2024-06-06,7537,F3_CND1热井液位过高,2.747977049611573,ramp,16,0
2024-06-06,7597,F0_normal,0.0,none,-1,0
2024-06-06,7597,F1_CND1真空恶化,2.2206683251429116,ramp,16,0
2024-06-06,7597,F2_CND1循环水不足,2.6263921270904245,sigmoid,17,2
2024-06-06,7597,F3_CND1热井液位过高,2.5085456084164552,ramp,14,2
2024-06-06,7657,F0_normal,0.0,none,-1,0
2024-06-06,7657,F1_CND1真空恶化,2.7572777933344423,ramp,19,1
2024-06-06,7657,F2_CND1循环水不足,2.8546667699276833,sigmoid,14,0
2024-06-06,7657,F3_CND1热井液位过高,2.570750505242546,ramp,10,1
2024-06-06,7717,F0_normal,0.0,none,-1,0
2024-06-06,7717,F1_CND1真空恶化,2.9238441967987,ramp,23,0
2024-06-06,7717,F2_CND1循环水不足,2.6607586559665988,ramp,11,1
2024-06-06,7717,F3_CND1热井液位过高,2.4062946526020594,ramp,9,1
2024-06-06,7777,F0_normal,0.0,none,-1,0
2024-06-06,7777,F1_CND1真空恶化,2.8528935526262966,ramp,17,0
2024-06-06,7777,F2_CND1循环水不足,2.229898064321766,sigmoid,12,2
2024-06-06,7777,F3_CND1热井液位过高,2.1385221688456713,ramp,18,0
2024-06-06,7837,F0_normal,0.0,none,-1,0
2024-06-06,7837,F1_CND1真空恶化,2.140186384436446,ramp,10,1
2024-06-06,7837,F2_CND1循环水不足,2.985065014665662,sigmoid,22,0
2024-06-06,7837,F3_CND1热井液位过高,2.757603028093169,sigmoid,19,0
2024-06-06,7897,F0_normal,0.0,none,-1,0
2024-06-06,7897,F1_CND1真空恶化,2.8342892105840187,ramp,19,1
2024-06-06,7897,F2_CND1循环水不足,2.476951469101209,sigmoid,21,1
2024-06-06,7897,F3_CND1热井液位过高,2.435556623349272,sigmoid,8,0
2024-06-06,7957,F0_normal,0.0,none,-1,0
2024-06-06,7957,F1_CND1真空恶化,2.7013601871108097,ramp,14,1
2024-06-06,7957,F2_CND1循环水不足,2.878696899354405,sigmoid,10,2
2024-06-06,7957,F3_CND1热井液位过高,2.466150645835627,sigmoid,19,0
2024-06-06,8017,F0_normal,0.0,none,-1,0
2024-06-06,8017,F1_CND1真空恶化,2.4899482627452088,ramp,14,0
2024-06-06,8017,F2_CND1循环水不足,2.7875158504487776,ramp,23,0
2024-06-06,8017,F3_CND1热井液位过高,2.41232059375201,sigmoid,19,1
2024-06-06,8077,F0_normal,0.0,none,-1,0
2024-06-06,8077,F1_CND1真空恶化,2.473821769942429,ramp,16,1
2024-06-06,8077,F2_CND1循环水不足,2.1163379350603786,ramp,10,1
2024-06-06,8077,F3_CND1热井液位过高,2.0930313985174704,sigmoid,13,1
2024-06-06,8137,F0_normal,0.0,none,-1,0
2024-06-06,8137,F1_CND1真空恶化,2.072131502556945,ramp,20,0
2024-06-06,8137,F2_CND1循环水不足,2.303670210653916,sigmoid,21,0
2024-06-06,8137,F3_CND1热井液位过高,2.6707487052854555,sigmoid,11,1
2024-06-06,8197,F0_normal,0.0,none,-1,0
2024-06-06,8197,F1_CND1真空恶化,2.885042246779888,ramp,22,0
2024-06-06,8197,F2_CND1循环水不足,2.1972622864996003,ramp,8,0
2024-06-06,8197,F3_CND1热井液位过高,2.422382283647794,sigmoid,17,0
2024-06-06,8257,F0_normal,0.0,none,-1,0
2024-06-06,8257,F1_CND1真空恶化,2.141363293131344,ramp,12,0
2024-06-06,8257,F2_CND1循环水不足,2.2013108314160794,sigmoid,16,0
2024-06-06,8257,F3_CND1热井液位过高,2.551741572126704,sigmoid,8,2
2024-06-06,8317,F0_normal,0.0,none,-1,0
2024-06-06,8317,F1_CND1真空恶化,2.6869597334363005,sigmoid,20,2
2024-06-06,8317,F2_CND1循环水不足,2.605134824680319,sigmoid,8,1
2024-06-06,8317,F3_CND1热井液位过高,2.4518971083872496,sigmoid,12,1
2024-06-06,8377,F0_normal,0.0,none,-1,0
2024-06-06,8377,F1_CND1真空恶化,2.07571318916975,ramp,21,0
2024-06-06,8377,F2_CND1循环水不足,2.267141584315602,sigmoid,15,1
2024-06-06,8377,F3_CND1热井液位过高,2.0630034438703606,ramp,16,0
2024-06-06,8437,F0_normal,0.0,none,-1,0
2024-06-06,8437,F1_CND1真空恶化,2.500811871259891,ramp,23,0
2024-06-06,8437,F2_CND1循环水不足,2.6281858114503907,sigmoid,15,0
2024-06-06,8437,F3_CND1热井液位过高,2.659375092306796,sigmoid,20,1
2024-06-06,8497,F0_normal,0.0,none,-1,0
2024-06-06,8497,F1_CND1真空恶化,2.211232862713998,sigmoid,15,0
2024-06-06,8497,F2_CND1循环水不足,2.469789492621277,ramp,9,0
2024-06-06,8497,F3_CND1热井液位过高,2.6804735121865884,ramp,13,0
2024-06-06,8557,F0_normal,0.0,none,-1,0
2024-06-06,8557,F1_CND1真空恶化,2.317127419927531,sigmoid,10,0
2024-06-06,8557,F2_CND1循环水不足,2.6329318617528505,ramp,16,0
2024-06-06,8557,F3_CND1热井液位过高,2.269069254630268,ramp,18,1
2024-06-07,8617,F0_normal,0.0,none,-1,0
2024-06-07,8617,F1_CND1真空恶化,2.8535245036029737,sigmoid,23,1
